,22887;
$1,  838, 1194, 2134,  500;
$2, 2091, 2044, 2010,  327;
$3,16681,22887,16681,22887;
$4,12032,    0,26112,  327;
$5,65535,    1,36837, 1928;
$6, 2256, 2101, 2256, 2101;
$7, 1188,  835, 1188,  835;
$8, 3973, 3982, 3982,  594;
$9,  557,  595,  102,32201;
$1,  838, 1193, 2140,  489;
$2, 2086, 2040, 2011,  326;
$3,16681,22887,16681,22887;
$4,11520,  768,26368,  326;
$5,65535,    1,36837, 1926;
$6, 2256, 2101, 2256, 2101;
$7, 1186,  837, 1186,  837;
$8, 3975, 3981, 3982,  594;
$9,  556,  594,  102,32201;
$1,  839, 1196, 2104,  494;
$2, 2087, 2044, 2012,  324;
$3,16681,22887,16681,22887;
$4,12032,32639,60160,  324;
$5,65535,    1,36837, 1965;
$6, 2256, 2101, 2256, 2101;
$7, 1186,  836, 1186,  836;
$8, 3984, 3983, 3982,  594;
$9,  554,  589,  102,32201;
$1,  838, 1193, 2131,  500;
$2, 2092, 2044, 2009,  326;
$3,16681,22887,16681,22887;
$4,11520,  256,27648,  326;
$5,65535,    1,36837, 1948;
$6, 2255, 2101, 2255, 2101;
$7, 1188,  833, 1188,  833;
$8, 3971, 3981, 3981,  594;
$9,  554,  592,  102,32201;
$1,  838, 1193, 2133,  498;
$2, 2093, 2041, 2009,  326;
$3,16681,22887,16681,22887;
$4,11776,32639,59136,  326;
$5,65535,    1,36837, 1986;
$6, 2256, 2101, 2256, 2101;
$7, 1188,  839, 1188,  839;
$8, 3976, 3981, 3981,  594;
$9,  556,  589,  102,32201;
$1,  838, 1193, 2173,  424;
$2, 2090, 2044, 2008,  325;
$3,16681,22887,16681,22887;
$4,11008,32639,61184,  325;
$5,65535,    1,36837, 1958;
$6, 2255, 2101, 2255, 2101;
$7, 1188,  836, 1188,  836;
$8, 3974, 3982, 3982,  595;
$9,  556,  600,  102,32201;
$1,  837, 1194, 2123,  497;
$2, 2095, 2044, 2014,  327;
$3,16681,22887,16681,22887;
$4,11776,  256,25856,  327;
$5,65535,    1,36837, 1992;
$6, 2256, 2101, 2256, 2101;
$7, 1186,  836, 1186,  836;
$8, 3984, 3982, 3982,  594;
$9,  554,  588,  102,32201;
$1,  838, 1193, 2101,  500;
$2, 2087, 2044, 2008,  325;
$3,16681,22887,16681,22887;
$4,11520,  512,25856,  325;
$5,65535,    1,36837, 1965;
$6, 2256, 2101, 2256, 2101;
$7, 1188,  829, 1188,  829;
$8, 3974, 3982, 3982,  594;
$9,  556,  591,  102,32201;
$1,  838, 1192, 2139,  500;
$2, 2087, 2042, 2010,  328;
$3,16681,22887,16681,22887;
$4,12032,    0,26624,  328;
$5,65535,    1,36837, 1963;
$6, 2256, 2101, 2256, 2101;
$7, 1182,  838, 1182,  838;
$8, 3974, 3981, 3981,  594;
$9,  557,  590,  102,32201;
$1,  838, 1194, 2131,  501;
$2, 2095, 2042, 2015,  328;
$3,16681,22887,16681,22887;
$4,12032,  256,26880,  328;
$5,65535,    1,36837, 1954;
$6, 2256, 2101, 2256, 2101;
$7, 1192,  836, 1192,  836;
$8, 3972, 3981, 3982,  594;
$9,  555,  593,  102,32201;
$1,  838, 1193, 2134,  501;
$2, 2091, 2040, 2006,  328;
$3,16681,22887,16681,22887;
$4,11264,32639,59648,  328;
$5,65535,    1,36837, 1925;
$6, 2256, 2102, 2256, 2102;
$7, 1180,  837, 1180,  837;
$8, 3974, 3982, 3981,  594;
$9,  557,  592,  102,32201;
$1,  838, 1193, 2118,  499;
$2, 2087, 2041, 2001,  326;
$3,16681,22887,16681,22887;
$4,12032,  512,27136,  326;
$5,65535,    1,36837, 1851;
$6, 2255, 2101, 2255, 2101;
$7, 1188,  837, 1188,  837;
$8, 3974, 3982, 3982,  594;
$9,  556,  587,  102,32201;
$1,  838, 1193, 2143,  490;
$2, 2093, 2042, 2007,  326;
$3,16681,22887,16681,22887;
$4,11008,  768,26368,  326;
$5,65535,    1,36837, 1953;
$6, 2256, 2102, 2256, 2102;
$7, 1188,  832, 1188,  832;
$8, 3984, 3982, 3982,  594;
$9,  556,  591,  102,32201;
$1,  839, 1193, 2131,  500;
$2, 2092, 2044, 2006,  327;
$3,16681,22887,16681,22887;
$4,11776,  256,26368,  327;
$5,65535,    1,36837, 1933;
$6, 2256, 2101, 2256, 2101;
$7, 1181,  838, 1181,  838;
$8, 3974, 3982, 3981,  595;
$9,  556,  597,  102,32201;
$1,  838, 1193, 2119,  502;
$2, 2087, 2044, 2007,  326;
$3,16681,22887,16681,22887;
$4,11776,  512,25856,  326;
$5,65535,    1,36837, 1997;
$6, 2256, 2100, 2256, 2100;
$7, 1189,  836, 1189,  836;
$8, 3984, 3981, 3981,  594;
$9,  554,  596,  102,32201;
$1,  837, 1193, 2143,  500;
$2, 2094, 2040, 2007,  327;
$3,16681,22887,16681,22887;
$4,11776,    0,25600,  327;
$5,65535,    1,36837, 1939;
$6, 2255, 2101, 2255, 2101;
$7, 1189,  839, 1189,  839;
$8, 3971, 3982, 3981,  594;
$9,  556,  601,  102,32201;
$1,  838, 1193, 2159,  427;
$2, 2095, 2041, 2014,  327;
$3,16681,22887,16681,22887;
$4,12032, 1024,26880,  327;
$5,65535,    1,36837, 1937;
$6, 2256, 2101, 2256, 2101;
$7, 1187,  839, 1187,  839;
$8, 3971, 3982, 3982,  594;
$9,  556,  590,  102,32201;
$1,  837, 1193, 2119,  500;
$2, 2087, 2041, 2004,  327;
$3,16681,22887,16681,22887;
$4,11776,  256,27136,  327;
$5,65535,    1,36837, 2066;
$6, 2255, 2102, 2255, 2102;
$7, 1188,  838, 1188,  838;
$8, 3974, 3982, 3982,  595;
$9,  556,  586,  102,32201;
$1,  838, 1194, 2133,  502;
$2, 2093, 2041, 2003,  327;
$3,16681,22887,16681,22887;
$4,12544,32639,59648,  327;
$5,65535,    1,36837, 1937;
$6, 2255, 2101, 2255, 2101;
$7, 1184,  836, 1184,  836;
$8, 3971, 3981, 3981,  594;
$9,  556,  598,  102,32201;
$1,  837, 1193, 2127,  500;
$2, 2090, 2044, 2007,  326;
$3,16681,22887,16681,22887;
$4,11520,    0,26624,  326;
$5,65535,    1,36837, 1957;
$6, 2256, 2101, 2256, 2101;
$7, 1188,  839, 1188,  839;
$8, 3971, 3981, 3981,  594;
$9,  556,  591,  102,32201;
$1,  839, 1193, 2091,  498;
$2, 2087, 2040, 2016,  325;
$3,16681,22887,16681,22887;
$4,11520,  768,26368,  325;
$5,65535,    1,36837, 1930;
$6, 2255, 2101, 2255, 2101;
$7, 1188,  839, 1188,  839;
$8, 3971, 3981, 3981,  594;
$9,  556,  597,  102,32201;
$1,  838, 1193, 2127,  499;
$2, 2095, 2044, 2008,  327;
$3,16681,22887,16681,22887;
$4,12032,    0,26112,  327;
$5,65535,    1,36837, 1941;
$6, 2256, 2101, 2256, 2101;
$7, 1189,  835, 1189,  835;
$8, 3975, 3981, 3981,  594;
$9,  556,  592,  102,32201;
$1,  838, 1192, 2131,  499;
$2, 2084, 2042, 2010,  328;
$3,16681,22887,16681,22887;
$4,11520,  768,26880,  328;
$5,65535,    1,36837, 1867;
$6, 2256, 2101, 2256, 2101;
$7, 1188,  831, 1188,  831;
$8, 3971, 3982, 3982,  594;
$9,  556,  597,  102,32201;
$1,  838, 1193, 2135,  487;
$2, 2085, 2041, 2012,  327;
$3,16681,22887,16681,22887;
$4,12544,  768,26112,  327;
$5,65535,    1,36837, 1915;
$6, 2256, 2101, 2256, 2101;
$7, 1181,  838, 1181,  838;
$8, 3984, 3982, 3982,  594;
$9,  556,  589,  102,32201;
$1,  838, 1194, 2109,  501;
$2, 2092, 2041, 2008,  327;
$3,16681,22887,16681,22887;
$4,11008,  768,26880,  327;
$5,65535,    1,36837, 1962;
$6, 2257, 2101, 2257, 2101;
$7, 1189,  838, 1189,  838;
$8, 3974, 3982, 3982,  594;
$9,  557,  596,  102,32201;
$1,  838, 1192, 2143,  499;
$2, 2098, 2042, 2011,  328;
$3,16681,22887,16681,22887;
$4,12032,  768,25856,  328;
$5,65535,    1,36837, 1971;
$6, 2256, 2100, 2256, 2100;
$7, 1188,  830, 1188,  830;
$8, 3963, 3982, 3982,  594;
$9,  565,  593,  102,32201;
$1,  839, 1193, 2145,  499;
$2, 2095, 2041, 2012,  326;
$3,16681,22887,16681,22887;
$4,11008,  256,27392,  326;
$5,65535,    1,36837, 1933;
$6, 2255, 2101, 2255, 2101;
$7, 1182,  838, 1182,  838;
$8, 3974, 3982, 3982,  594;
$9,  557,  583,  102,32201;
$1,  839, 1193, 2151,  428;
$2, 2095, 2044, 2012,  327;
$3,16681,22887,16681,22887;
$4,11776,  256,26624,  327;
$5,65535,    1,36837, 1957;
$6, 2256, 2101, 2256, 2101;
$7, 1187,  837, 1187,  837;
$8, 3972, 3981, 3981,  594;
$9,  555,  591,  102,32201;
$1,  837, 1193, 2133,  499;
$2, 2093, 2040, 2015,  327;
$3,16681,22887,16681,22887;
$4,12032, 1151,65024,  327;
$5,65535,    1,36837, 1965;
$6, 2255, 2101, 2255, 2101;
$7, 1189,  835, 1189,  835;
$8, 3973, 3982, 3981,  594;
$9,  556,  593,  102,32201;
$1,  839, 1193, 2097,  500;
$2, 2092, 2041, 2010,  329;
$3,16681,22887,16681,22887;
$4,12032,32639,59392,  329;
$5,65535,    1,36837, 1931;
$6, 2256, 2101, 2256, 2101;
$7, 1184,  835, 1184,  835;
$8, 3971, 3982, 3982,  594;
$9,  556,  591,  102,32201;
$1,  839, 1194, 2139,  498;
$2, 2092, 2044, 2012,  325;
$3,16681,22887,16681,22887;
$4,11520,    0,27392,  325;
$5,65535,    1,36837, 1965;
$6, 2256, 2101, 2256, 2101;
$7, 1189,  837, 1189,  837;
$8, 3973, 3982, 3982,  595;
$9,  556,  590,  102,32201;
$1,  840, 1192, 2149,  499;
$2, 2102, 2041, 2014,  326;
$3,16681,22887,16681,22887;
$4,11008,  768,26880,  326;
$5,65535,    1,36837, 1958;
$6, 2256, 2101, 2256, 2101;
$7, 1188,  836, 1188,  836;
$8, 3968, 3982, 3981,  594;
$9,  565,  593,  102,32201;
$1,  839, 1196, 2126,  502;
$2, 2094, 2041, 2010,  326;
$3,16681,22887,16681,22887;
$4,11520,  256,26112,  326;
$5,65535,    1,36837, 1929;
$6, 2256, 2101, 2256, 2101;
$7, 1182,  836, 1182,  836;
$8, 3984, 3982, 3982,  594;
$9,  556,  597,  102,32201;
$1,  839, 1193, 2123,  500;
$2, 2092, 2041, 2007,  328;
$3,16681,22887,16681,22887;
$4,11264,  256,26368,  328;
$5,65535,    1,36837, 1881;
$6, 2256, 2101, 2256, 2101;
$7, 1187,  840, 1187,  840;
$8, 3974, 3982, 3981,  594;
$9,  557,  598,  102,32201;
$1,  840, 1194, 2124,  487;
$2, 2094, 2044, 2008,  327;
$3,16681,22887,16681,22887;
$4,12544,32639,60160,  327;
$5,65535,    1,36837, 1971;
$6, 2256, 2101, 2256, 2101;
$7, 1192,  839, 1192,  839;
$8, 3977, 3982, 3982,  594;
$9,  554,  600,  102,32201;
$1,  839, 1192, 2127,  501;
$2, 2090, 2041, 2008,  327;
$3,16681,22887,16681,22887;
$4,11520,  768,27136,  327;
$5,65535,    1,36837, 1952;
$6, 2256, 2101, 2256, 2101;
$7, 1188,  834, 1188,  834;
$8, 3974, 3982, 3982,  595;
$9,  557,  591,  102,32201;
$1,  839, 1194, 2120,  501;
$2, 2089, 2044, 2014,  325;
$3,16681,22887,16681,22887;
$4,11776,  768,25856,  325;
$5,65535,    1,36837, 1989;
$6, 2256, 2101, 2256, 2101;
$7, 1187,  834, 1187,  834;
$8, 3972, 3982, 3982,  594;
$9,  555,  596,  102,32201;
$1,  837, 1192, 2129,  502;
$2, 2092, 2044, 2013,  327;
$3,16681,22887,16681,22887;
$4,11008,    0,26368,  327;
$5,65535,    1,36837, 1943;
$6, 2256, 2101, 2256, 2101;
$7, 1188,  834, 1188,  834;
$8, 3974, 3982, 3982,  594;
$9,  557,  593,  102,32201;
$1,  838, 1193, 2126,  435;
$2, 2092, 2043, 2007,  326;
$3,16681,22887,16681,22887;
$4,12032,32639,59904,  326;
$5,65535,    1,36837, 1958;
$6, 2256, 2102, 2256, 2102;
$7, 1188,  835, 1188,  835;
$8, 3955, 3982, 3983,  594;
$9,  562,  596,  102,32201;
$1,  838, 1193, 2116,  498;
$2, 2090, 2041, 2006,  327;
$3,16681,22887,16681,22887;
$4,11776,32639,58880,  327;
$5,65535,    1,36837, 1954;
$6, 2256, 2101, 2256, 2101;
$7, 1188,  836, 1188,  836;
$8, 3968, 3982, 3981,  594;
$9,  565,  591,  102,32201;
$1,  838, 1194, 2118,  501;
$2, 2095, 2042, 2010,  327;
$3,16681,22887,16681,22887;
$4,11008,  768,27136,  327;
$5,65535,    1,36837, 1902;
$6, 2256, 2101, 2256, 2101;
$7, 1182,  832, 1182,  832;
$8, 3985, 3982, 3982,  595;
$9,  554,  591,  102,32201;
$1,  837, 1193, 2127,  497;
$2, 2097, 2040, 2013,  327;
$3,16681,22887,16681,22887;
$4,12032,32639,59136,  327;
$5,65535,    1,36837, 1938;
$6, 2256, 2101, 2256, 2101;
$7, 1185,  839, 1185,  839;
$8, 3975, 3982, 3982,  594;
$9,  557,  594,  102,32201;
$1,  840, 1193, 2135,  497;
$2, 2090, 2041, 2011,  329;
$3,16681,22887,16681,22887;
$4,11520,  256,26112,  329;
$5,65535,    1,36837, 1944;
$6, 2256, 2101, 2256, 2101;
$7, 1189,  837, 1189,  837;
$8, 3974, 3982, 3982,  594;
$9,  555,  593,  102,32201;
$1,  839, 1193, 2119,  499;
$2, 2095, 2044, 2006,  327;
$3,16681,22887,16681,22887;
$4,11776,  256,26368,  327;
$5,65535,    1,36837, 1985;
$6, 2256, 2102, 2256, 2102;
$7, 1185,  838, 1185,  838;
$8, 3974, 3982, 3982,  594;
$9,  557,  596,  102,32201;
$1,  838, 1194, 2119,  499;
$2, 2099, 2044, 2008,  326;
$3,16681,22887,16681,22887;
$4,11520,    0,26880,  326;
$5,65535,    1,36837, 1901;
$6, 2257, 2101, 2257, 2101;
$7, 1188,  830, 1188,  830;
$8, 3955, 3982, 3982,  594;
$9,  564,  596,  102,32201;
$1,  838, 1194, 2137,  487;
$2, 2098, 2039, 2004,  323;
$3,16681,22887,16681,22887;
$4,12544, 1024,26368,  323;
$5,65535,    1,36837, 1936;
$6, 2256, 2102, 2256, 2102;
$7, 1181,  837, 1181,  837;
$8, 3974, 3982, 3981,  595;
$9,  557,  596,  102,32201;
$1,  840, 1193, 2128,  497;
$2, 2094, 2040, 2009,  325;
$3,16681,22887,16681,22887;
$4,12032,    0,26880,  325;
$5,65535,    1,36837, 1970;
$6, 2255, 2101, 2255, 2101;
$7, 1187,  838, 1187,  838;
$8, 3973, 3982, 3982,  595;
$9,  556,  598,  102,32201;
$1,  838, 1193, 2142,  498;
$2, 2095, 2043, 2004,  325;
$3,16681,22887,16681,22887;
$4,12032,  256,27392,  325;
$5,65535,    1,36837, 1985;
$6, 2256, 2101, 2256, 2101;
$7, 1181,  836, 1181,  836;
$8, 3974, 3982, 3982,  594;
$9,  556,  594,  102,32201;
$1,  837, 1194, 2133,  498;
$2, 2094, 2044, 2011,  327;
$3,16681,22887,16681,22887;
$4,11008, 1024,26368,  327;
$5,65535,    1,36837, 1864;
$6, 2256, 2101, 2256, 2101;
$7, 1182,  831, 1182,  831;
$8, 3971, 3982, 3982,  594;
$9,  556,  583,  102,32201;
$1,  838, 1192, 2217,  377;
$2, 2095, 2044, 2010,  325;
$3,16681,22887,16681,22887;
$4,11776,  512,28160,  325;
$5,65535,    1,36837, 1939;
$6, 2257, 2100, 2257, 2100;
$7, 1188,  837, 1188,  837;
$8, 3974, 3981, 3982,  594;
$9,  556,  599,  102,32201;
$1,  837, 1194, 2140,  499;
$2, 2092, 2044, 2013,  325;
$3,16681,22887,16681,22887;
$4,12800,    0,26368,  325;
$5,65535,    1,36837, 1917;
$6, 2256, 2101, 2256, 2101;
$7, 1182,  835, 1182,  835;
$8, 3983, 3981, 3982,  594;
$9,  556,  596,  102,32201;
$1,  838, 1196, 2117,  499;
$2, 2092, 2040, 2006,  327;
$3,16681,22887,16681,22887;
$4,13056,32383,58880,  327;
$5,65535,    1,36837, 1939;
$6, 2256, 2101, 2256, 2101;
$7, 1185,  840, 1185,  840;
$8, 3974, 3981, 3982,  594;
$9,  557,  598,  102,32201;
$1,  839, 1194, 2141,  495;
$2, 2084, 2042, 2008,  326;
$3,16681,22887,16681,22887;
$4,11520,32639,58112,  326;
$5,65535,    1,36837, 1846;
$6, 2256, 2101, 2256, 2101;
$7, 1192,  839, 1192,  839;
$8, 3971, 3982, 3982,  594;
$9,  556,  593,  102,32201;
$1,  839, 1193, 2220,  381;
$2, 2086, 2040, 2015,  326;
$3,16681,22887,16681,22887;
$4,12032,32127,59136,  326;
$5,65535,    1,36837, 1962;
$6, 2256, 2101, 2256, 2101;
$7, 1187,  838, 1187,  838;
$8, 3971, 3982, 3982,  594;
$9,  556,  592,  102,32201;
$1,  838, 1193, 2141,  499;
$2, 2098, 2042, 2011,  328;
$3,16681,22887,16681,22887;
$4,11008,  256,26368,  328;
$5,65535,    1,36837, 1923;
$6, 2256, 2101, 2256, 2101;
$7, 1188,  830, 1188,  830;
$8, 3971, 3982, 3981,  594;
$9,  556,  597,  102,32201;
$1,  839, 1194, 2114,  498;
$2, 2085, 2048, 2013,  330;
$3,16681,22887,16681,22887;
$4,12032,  512,28928,  330;
$5,65535,    1,36837, 1880;
$6, 2256, 2101, 2256, 2101;
$7, 1180,  839, 1180,  839;
$8, 3969, 3982, 3982,  594;
$9,  554,  588,  102,32201;
$1,  839, 1192, 2128,  484;
$2, 2083, 2048, 2009,  326;
$3,16681,22887,16681,22887;
$4,12544,32639,59904,  326;
$5,65535,    1,36837, 1998;
$6, 2256, 2100, 2256, 2100;
$7, 1189,  837, 1189,  837;
$8, 3973, 3982, 3982,  594;
$9,  556,  599,  102,32201;
$1,  839, 1196, 2121,  497;
$2, 2090, 2041, 2007,  325;
$3,16681,22887,16681,22887;
$4,11776,  768,26112,  325;
$5,65535,    1,36837, 1954;
$6, 2256, 2101, 2256, 2101;
$7, 1187,  839, 1187,  839;
$8, 3977, 3982, 3981,  594;
$9,  554,  591,  102,32201;
$1,  838, 1193, 2125,  498;
$2, 2090, 2043, 2009,  328;
$3,16681,22887,16681,22887;
$4,12032,32639,59136,  328;
$5,65535,    1,36837, 1971;
$6, 2255, 2101, 2255, 2101;
$7, 1188,  833, 1188,  833;
$8, 3971, 3982, 3982,  594;
$9,  556,  594,  102,32201;
$1,  838, 1194, 2131,  496;
$2, 2084, 2040, 2004,  329;
$3,16681,22887,16681,22887;
$4,11008,  768,27904,  329;
$5,65535,    1,36837, 1946;
$6, 2256, 2101, 2256, 2101;
$7, 1188,  838, 1188,  838;
$8, 3974, 3981, 3981,  594;
$9,  556,  591,  102,32201;
$1,  838, 1193, 2116,  493;
$2, 2092, 2043, 2009,  325;
$3,16681,22887,16681,22887;
$4,12032,  512,26368,  325;
$5,65535,    1,36837, 1939;
$6, 2255, 2101, 2255, 2101;
$7, 1187,  837, 1187,  837;
$8, 3974, 3982, 3982,  594;
$9,  557,  590,  102,32201;
$1,  837, 1193, 2119,  497;
$2, 2086, 2040, 2015,  328;
$3,16681,22887,16681,22887;
$4,11520,  768,27392,  328;
$5,65535,    1,36837, 1980;
$6, 2256, 2102, 2256, 2102;
$7, 1188,  835, 1188,  835;
$8, 3973, 3982, 3982,  594;
$9,  556,  593,  102,32201;
$1,  838, 1193, 2117,  499;
$2, 2090, 2044, 2006,  328;
$3,16681,22887,16681,22887;
$4,11776,  768,25856,  328;
$5,65535,    1,36837, 1934;
$6, 2256, 2101, 2256, 2101;
$7, 1184,  833, 1184,  833;
$8, 3971, 3982, 3982,  594;
$9,  556,  584,  102,32201;
$1,  839, 1193, 2125,  497;
$2, 2085, 2042, 2010,  325;
$3,16681,22887,16681,22887;
$4,12032,    0,25856,  325;
$5,65535,    1,36837, 1986;
$6, 2256, 2100, 2256, 2100;
$7, 1187,  837, 1187,  837;
$8, 3973, 3982, 3980,  594;
$9,  556,  588,  102,32201;
$1,  837, 1192, 2129,  495;
$2, 2092, 2043, 2011,  327;
$3,16681,22887,16681,22887;
$4,12032,  256,26368,  327;
$5,65535,    1,36837, 1962;
$6, 2257, 2100, 2257, 2100;
$7, 1187,  837, 1187,  837;
$8, 3974, 3982, 3981,  594;
$9,  556,  590,  102,32201;
$1,  838, 1193, 2116,  497;
$2, 2092, 2041, 2013,  328;
$3,16681,22887,16681,22887;
$4,11776,    0,26368,  328;
$5,65535,    1,36837, 1948;
$6, 2256, 2101, 2256, 2101;
$7, 1184,  837, 1184,  837;
$8, 3971, 3982, 3982,  594;
$9,  556,  591,  102,32201;
$1,  838, 1193, 2127,  498;
$2, 2095, 2040, 2008,  325;
$3,16681,22887,16681,22887;
$4,12032,  512,27136,  325;
$5,65535,    1,36837, 1886;
$6, 2256, 2100, 2256, 2100;
$7, 1185,  840, 1185,  840;
$8, 3969, 3982, 3981,  594;
$9,  554,  595,  102,32201;
$1,  838, 1193, 2135,  480;
$2, 2094, 2044, 2013,  327;
$3,16681,22887,16681,22887;
$4,11520,  512,27392,  327;
$5,65535,    1,36837, 1981;
$6, 2256, 2101, 2256, 2101;
$7, 1188,  834, 1188,  834;
$8, 3968, 3981, 3982,  594;
$9,  565,  596,  102,32201;
$1,  838, 1193, 2114,  494;
$2, 2096, 2041, 2010,  323;
$3,16681,22887,16681,22887;
$4,11264,  512,26112,  323;
$5,65535,    1,36837, 1981;
$6, 2255, 2102, 2255, 2102;
$7, 1182,  837, 1182,  837;
$8, 3974, 3982, 3981,  594;
$9,  556,  598,  102,32201;
$1,  839, 1192, 2129,  498;
$2, 2094, 2044, 2006,  327;
$3,16681,22887,16681,22887;
$4,11008,  768,26368,  327;
$5,65535,    1,36837, 1947;
$6, 2256, 2101, 2256, 2101;
$7, 1190,  838, 1190,  838;
$8, 3973, 3981, 3981,  594;
$9,  556,  597,  102,32201;
$1,  837, 1193, 2117,  494;
$2, 2094, 2042, 2006,  327;
$3,16681,22887,16681,22887;
$4,11008,  256,26368,  327;
$5,65535,    1,36837, 1954;
$6, 2256, 2101, 2256, 2101;
$7, 1188,  831, 1188,  831;
$8, 3969, 3982, 3981,  594;
$9,  556,  589,  102,32201;
$1,  838, 1193, 2135,  498;
$2, 2089, 2044, 2014,  324;
$3,16681,22887,16681,22887;
$4,11008,  256,26112,  324;
$5,65535,    1,36837, 1909;
$6, 2255, 2101, 2255, 2101;
$7, 1187,  838, 1187,  838;
$8, 3974, 3982, 3982,  595;
$9,  557,  586,  102,32201;
$1,  838, 1193, 2127,  494;
$2, 2092, 2040, 2003,  327;
$3,16681,22887,16681,22887;
$4,11520,  768,26624,  327;
$5,65535,    1,36837, 1905;
$6, 2255, 2101, 2255, 2101;
$7, 1188,  839, 1188,  839;
$8, 3971, 3982, 3982,  594;
$9,  556,  592,  102,32201;
$1,  838, 1193, 2119,  495;
$2, 2092, 2044, 2012,  327;
$3,16681,22887,16681,22887;
$4,11520, 1280,27136,  327;
$5,65535,    1,36837, 1933;
$6, 2256, 2102, 2256, 2102;
$7, 1186,  836, 1186,  836;
$8, 3984, 3982, 3983,  594;
$9,  556,  595,  102,32201;
$1,  839, 1196, 2153,  497;
$2, 2095, 2040, 2012,  329;
$3,16681,22887,16681,22887;
$4,11008,32639,60928,  329;
$5,65535,    1,36837, 1979;
$6, 2256, 2101, 2256, 2101;
$7, 1188,  832, 1188,  832;
$8, 3971, 3982, 3982,  594;
$9,  556,  591,  102,32201;
$1,  838, 1196, 2126,  496;
$2, 2093, 2042, 2011,  325;
$3,16681,22887,16681,22887;
$4,11776,32639,58880,  325;
$5,65535,    1,36837, 1945;
$6, 2256, 2101, 2256, 2101;
$7, 1181,  836, 1181,  836;
$8, 3974, 3982, 3982,  594;
$9,  557,  593,  102,32201;
$1,  837, 1193, 2128,  497;
$2, 2092, 2044, 2010,  327;
$3,16681,22887,16681,22887;
$4,12032,  256,25856,  327;
$5,65535,    1,36837, 1953;
$6, 2256, 2102, 2256, 2102;
$7, 1192,  839, 1192,  839;
$8, 3975, 3982, 3982,  594;
$9,  556,  601,  102,32201;
$1,  839, 1196, 2124,  494;
$2, 2086, 2041, 2010,  327;
$3,16681,22887,16681,22887;
$4,11520,    0,27136,  327;
$5,65535,    1,36837, 1898;
$6, 2256, 2101, 2256, 2101;
$7, 1184,  838, 1184,  838;
$8, 3971, 3981, 3982,  594;
$9,  556,  595,  102,32201;
$1,  838, 1194, 2130,  482;
$2, 2090, 2043, 2006,  326;
$3,16681,22887,16681,22887;
$4,11520,  512,27392,  326;
$5,65535,    1,36837, 2018;
$6, 2255, 2101, 2255, 2101;
$7, 1188,  837, 1188,  837;
$8, 3956, 3982, 3981,  595;
$9,  556,  591,  102,32201;
$1,  838, 1193, 2148,  498;
$2, 2083, 2044, 2011,  329;
$3,16681,22887,16681,22887;
$4,12032,    0,25856,  329;
$5,65535,    1,36837, 1961;
$6, 2255, 2102, 2255, 2102;
$7, 1184,  838, 1184,  838;
$8, 3971, 3982, 3982,  594;
$9,  556,  594,  102,32201;
$1,  838, 1193, 2111,  502;
