3975, 3976,  281;
$9,  252,  58bŠ‚’bš’’‚ŠÚj
$5,46551,    1,53188,    0;
$6, 2233, 2065, 2233, 2065;
$7, 1130,  833, 1130,  833;
$8, 2923, 3976, 3975,  297;
$9,  294,  589,  102,32201;
$1,  833, 1129, 2192,  496;
$2, 2057, 2008, 1966,  262;
$3,64644,50024,64644,50024;
$4,13183,58239,51456,  262;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1130,  828, 1130,  828;
$8, 2928, 3976, 3976,  298;
$9,  285,  591,  102,32201;
$1,  833, 1128, 2199,  498;
$2, 2065, 2008, 1976,  264;
$3,64644,50024,64644,50024;
$4,12927,58239,52992,  264;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1134,  830, 1134,  830;
$8, 2929, 3975, 3976,  298;
$9,  290,  582,  102,32201;
$1,  833, 1128, 2211,  496;
$2, 2051, 2008, 1975,  265;
$3,64644,50024,64644,50024;
$4,13695,58751,51968,  265;
$5,46551,    1,53188,    0;
$6, 2233, 2067, 2233, 2067;
$7, 1128,  836, 1128,  836;
$8, 2918, 3976, 3976,  298;
$9,  292,  594,  102,32201;
$1,  834, 1127, 2236,  396;
$2, 2057, 2008, 1973,  265;
$3,64644,50024,64644,50024;
$4,12927,57727,53760,  265;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1136,  834, 1136,  834;
$8, 2919, 3975, 3975,  298;
$9,  296,  591,  102,32201;
$1,  833, 1129, 2203,  496;
$2, 2058, 2008, 1972,  262;
$3,64644,50024,64644,50024;
$4,12927,57727,52224,  262;
$5,46551,    1,53188,    0;
$6, 2233, 2067, 2233, 2067;
$7, 1128,  828, 1128,  828;
$8, 2918, 3975, 3975,  297;
$9,  292,  597,  102,32201;
$1,  833, 1129, 2191,  497;
$2, 2057, 2004, 1970,  263;
$3,64644,50024,64644,50024;
$4,13951,57471,52992,  263;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1132,  827, 1132,  827;
$8, 2919, 3976, 3975,  298;
$9,  290,  591,  102,32201;
$1,  833, 1129, 2195,  494;
$2, 2060, 2008, 1975,  266;
$3,64644,50024,64644,50024;
$4,13183,59007,52736,  266;
$5,46551,    1,53188,    0;
$6, 2233, 2065, 2233, 2065;
$7, 1138,  833, 1138,  833;
$8, 2930, 3975, 3975,  298;
$9,  294,  592,  102,32201;
$1,  833, 1129, 2207,  497;
$2, 2057, 2008, 1969,  263;
$3,64644,50024,64644,50024;
$4,13183,58239,52992,  263;
$5,46551,    1,53188,    0;
$6, 2234, 2065, 2234, 2065;
$7, 1132,  831, 1132,  831;
$8, 2928, 3974, 3975,  297;
$9,  284,  594,  102,32201;
$1,  834, 1128, 2207,  497;
$2, 2052, 2010, 1977,  264;
$3,64644,50024,64644,50024;
$4,13695,57471,52480,  264;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1134,  832, 1134,  832;
$8, 2929, 3975, 3976,  297;
$9,  295,  597,  102,32201;
$1,  833, 1129, 2226,  493;
$2, 2059, 2008, 1977,  265;
$3,64644,50024,64644,50024;
$4,13439,57983,51456,  265;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1129,  834, 1129,  834;
$8, 2917, 3975, 3975,  297;
$9,  295,  594,  102,32201;
$1,  833, 1128, 2215,  491;
$2, 2061, 2008, 1973,  263;
$3,64644,50024,64644,50024;
$4,13183,58239,53760,  263;
$5,46551,    1,53188,    0;
$6, 2233, 2065, 2233, 2065;
$7, 1137,  830, 1137,  830;
$8, 2915, 3975, 3975,  298;
$9,  296,  597,  102,32201;
$1,  833, 1129, 2197,  495;
$2, 2060, 2005, 1977,  266;
$3,64644,50024,64644,50024;
$4,12671,57983,52992,  266;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1136,  833, 1136,  833;
$8, 2919, 3975, 3976,  297;
$9,  296,  591,  102,32201;
$1,  833, 1129, 2205,  493;
$2, 2056, 2006, 1975,  264;
$3,64644,50024,64644,50024;
$4,13695,57727,51712,  264;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1134,  826, 1134,  826;
$8, 2926, 3975, 3976,  298;
$9,  290,  590,  102,32201;
$1,  833, 1129, 2209,  491;
$2, 2056, 2010, 1975,  261;
$3,64644,50024,64644,50024;
$4,14207,57983,52992,  261;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1138,  833, 1138,  833;
$8, 2923, 3976, 3975,  297;
$9,  296,  586,  102,32201;
$1,  832, 1129, 2283,  394;
$2, 2058, 2008, 1975,  263;
$3,64644,50024,64644,50024;
$4,13183,58239,52224,  263;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1137,  828, 1137,  828;
$8, 2919, 3976, 3975,  297;
$9,  296,  594,  102,32201;
$1,  833, 1129, 2195,  491;
$2, 2053, 2008, 1977,  264;
$3,64644,50024,64644,50024;
$4,13695,57983,51968,  264;
$5,46551,    1,53188,    0;
$6, 2232, 2066, 2232, 2066;
$7, 1132,  833, 1132,  833;
$8, 2923, 3976, 3975,  297;
$9,  294,  591,  102,32201;
$1,  834, 1128, 2203,  493;
$2, 2049, 2004, 1977,  264;
$3,64644,50024,64644,50024;
$4,12927,58239,52736,  264;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1136,  832, 1136,  832;
$8, 2922, 3976, 3975,  297;
$9,  295,  593,  102,32201;
$1,  834, 1128, 2195,  494;
$2, 2061, 2009, 1971,  263;
$3,64644,50024,64644,50024;
$4,12927,58239,53248,  263;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1128,  830, 1128,  830;
$8, 2919, 3975, 3976,  297;
$9,  288,  597,  102,32201;
$1,  834, 1128, 2207,  495;
$2, 2057, 2008, 1971,  262;
$3,64644,50024,64644,50024;
$4,12671,58239,54784,  262;
$5,46551,    1,53188,    0;
$6, 2234, 2065, 2234, 2065;
$7, 1131,  833, 1131,  833;
$8, 2919, 3975, 3975,  297;
$9,  296,  594,  102,32201;
$1,  834, 1129, 2212,  495;
$2, 2047, 2005, 1969,  264;
$3,64644,50024,64644,50024;
$4,13183,57215,52480,  264;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1129,  832, 1129,  832;
$8, 2928, 3976, 3976,  297;
$9,  286,  590,  102,32201;
$1,  833, 1130, 2191,  493;
$2, 2059, 2008, 1976,  265;
$3,64644,50024,64644,50024;
$4,13183,57727,53248,  265;
$5,46551,    1,53188,    0;
$6, 2233, 2067, 2233, 2067;
$7, 1131,  832, 1131,  832;
$8, 2928, 3975, 3975,  297;
$9,  285,  598,  102,32201;
$1,  834, 1130, 2210,  489;
$2, 2059, 2008, 1973,  262;
$3,64644,50024,64644,50024;
$4,13183,57471,53504,  262;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1138,  833, 1138,  833;
$8, 2930, 3975, 3975,  297;
$9,  294,  595,  102,32201;
$1,  833, 1129, 2199,  494;
$2, 2053, 2005, 1969,  262;
$3,64644,50024,64644,50024;
$4,13183,58239,52992,  262;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1132,  834, 1132,  834;
$8, 2928, 3975, 3975,  297;
$9,  284,  591,  102,32201;
$1,  834, 1130, 2190,  496;
$2, 2052, 2008, 1972,  265;
$3,64644,50024,64644,50024;
$4,13183,58495,52480,  265;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1136,  834, 1136,  834;
$8, 2922, 3975, 3976,  298;
$9,  294,  584,  102,32201;
$1,  833, 1129, 2205,  497;
$2, 2062, 2006, 1976,  259;
$3,64644,50024,64644,50024;
$4,13439,58239,52224,  259;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1132,  832, 1132,  832;
$8, 2928, 3976, 3975,  297;
$9,  286,  595,  102,32201;
$1,  834, 1132, 2258,  397;
$2, 2057, 2008, 1977,  264;
$3,64644,50024,64644,50024;
$4,13695,58239,50944,  264;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1137,  831, 1137,  831;
$8, 2915, 3975, 3975,  297;
$9,  296,  592,  102,32201;
$1,  833, 1132, 2199,  495;
$2, 2060, 2010, 1970,  265;
$3,64644,50024,64644,50024;
$4,12159,57727,52480,  265;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1140,  834, 1140,  834;
$8, 2928, 3976, 3976,  297;
$9,  285,  599,  102,32201;
$1,  834, 1128, 2213,  496;
$2, 2057, 2005, 1974,  263;
$3,64644,50024,64644,50024;
$4,13183,58239,52992,  263;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1129,  832, 1129,  832;
$8, 2919, 3976, 3975,  297;
$9,  295,  593,  102,32201;
$1,  834, 1130, 2200,  496;
$2, 2054, 2005, 1972,  263;
$3,64644,50024,64644,50024;
$4,13695,58239,52480,  263;
$5,46551,    1,53188,    0;
$6, 2233, 2065, 2233, 2065;
$7, 1138,  833, 1138,  833;
$8, 2930, 3975, 3975,  297;
$9,  294,  588,  102,32201;
$1,  834, 1130, 2206,  499;
$2, 2061, 2008, 1976,  263;
$3,64644,50024,64644,50024;
$4,12927,58239,52992,  263;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1136,  833, 1136,  833;
$8, 2917, 3975, 3975,  297;
$9,  290,  590,  102,32201;
$1,  833, 1129, 2212,  500;
$2, 2057, 2008, 1975,  261;
$3,64644,50024,64644,50024;
$4,12159,58239,51968,  261;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1132,  834, 1132,  834;
$8, 2924, 3975, 3975,  297;
$9,  292,  587,  102,32201;
$1,  834, 1129, 2210,  500;
$2, 2056, 2008, 1967,  266;
$3,64644,50024,64644,50024;
$4,13183,57983,54272,  266;
$5,46551,    1,53188,    0;
$6, 2233, 2067, 2233, 2067;
$7, 1137,  826, 1137,  826;
$8, 2918, 3976, 3976,  297;
$9,  295,  591,  102,32201;
$1,  834, 1132, 2205,  494;
$2, 2057, 2008, 1975,  263;
$3,64644,50024,64644,50024;
$4,13695,58239,52992,  263;
$5,46551,    1,53188,    0;
$6, 2232, 2066, 2232, 2066;
$7, 1136,  831, 1136,  831;
$8, 2915, 3975, 3975,  297;
$9,  296,  585,  102,32201;
$1,  834, 1130, 2182,  495;
$2, 2063, 2008, 1978,  264;
$3,64644,50024,64644,50024;
$4,13439,58239,53248,  264;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1129,  832, 1129,  832;
$8, 2919, 3975, 3976,  297;
$9,  294,  588,  102,32201;
$1,  833, 1129, 2198,  501;
$2, 2056, 2006, 1967,  266;
$3,64644,50024,64644,50024;
$4,12927,58751,51200,  266;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1130,  832, 1130,  832;
$8, 2929, 3975, 3975,  297;
$9,  292,  598,  102,32201;
$1,  834, 1129, 2211,  499;
$2, 2056, 2009, 1975,  265;
$3,64644,50024,64644,50024;
$4,13183,58239,52992,  265;
$5,46551,    1,53188,    0;
$6, 2232, 2066, 2232, 2066;
$7, 1132,  834, 1132,  834;
$8, 2919, 3975, 3976,  297;
$9,  290,  593,  102,32201;
$1,  833, 1129, 2265,  397;
$2, 2057, 2006, 1969,  264;
$3,64644,50024,64644,50024;
$4,12927,58239,52480,  264;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1139,  827, 1139,  827;
$8, 2919, 3975, 3976,  297;
$9,  296,  594,  102,32201;
$1,  834, 1129, 2191,  496;
$2, 2059, 2008, 1974,  266;
$3,64644,50024,64644,50024;
$4,12671,58239,52480,  266;
$5,46551,    1,53188,    0;
$6, 2233, 2065, 2233, 2065;
$7, 1134,  825, 1134,  825;
$8, 2932, 3975, 3975,  297;
$9,  285,  596,  102,32201;
$1,  833, 1130, 2188,  496;
$2, 2057, 2009, 1979,  263;
$3,64644,50024,64644,50024;
$4,12927,57727,52224,  263;
$5,46551,    1,53188,    0;
$6, 2232, 2066, 2232, 2066;
$7, 1139,  833, 1139,  833;
$8, 2918, 3975, 3976,  297;
$9,  294,  591,  102,32201;
$1,  834, 1130, 2203,  499;
$2, 2057, 2008, 1976,  264;
$3,64644,50024,64644,50024;
$4,13695,58239,51456,  264;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1129,  832, 1129,  832;
$8, 2919, 3975, 3975,  297;
$9,  290,  589,  102,32201;
$1,  833, 1129, 2195,  500;
$2, 2063, 2008, 1969,  267;
$3,64644,50024,64644,50024;
$4,12671,58751,52224,  267;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1132,  834, 1132,  834;
$8, 2924, 3975, 3975,  297;
$9,  287,  586,  102,32201;
$1,  834, 1132, 2253,  500;
$2, 2055, 2006, 1975,  263;
$3,64644,50024,64644,50024;
$4,13695,57471,54016,  263;
$5,46551,    1,53188,    0;
$6, 2233, 2065, 2233, 2065;
$7, 1138,  827, 1138,  827;
$8, 2927, 3975, 3975,  297;
$9,  296,  593,  102,32201;
$1,  833, 1128, 2194,  498;
$2, 2049, 2005, 1972,  265;
$3,64644,50024,64644,50024;
$4,13695,57727,52992,  265;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1136,  834, 1136,  834;
$8, 2919, 3975, 3976,  297;
$9,  296,  586,  102,32201;
$1,  834, 1128, 2218,  495;
$2, 2053, 2008, 1971,  266;
$3,64644,50024,64644,50024;
$4,13695,58239,52736,  266;
$5,46551,    1,53188,    0;
$6, 2232, 2066, 2232, 2066;
$7, 1131,  832, 1131,  832;
$8, 2923, 3975, 3975,  297;
$9,  294,  590,  102,32201;
$1,  834, 1130, 2224,  501;
$2, 2055, 2008, 1967,  262;
$3,64644,50024,64644,50024;
$4,13183,57471,55040,  262;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1137,  833, 1137,  833;
$8, 2918, 3975, 3975,  297;
$9,  294,  593,  102,32201;
$1,  833, 1128, 2195,  501;
$2, 2059, 2008, 1973,  266;
$3,64644,50024,64644,50024;
$4,13183,58495,52480,  266;
$5,46551,    1,53188,    0;
$6, 2233, 2065, 2233, 2065;
$7, 1130,  834, 1130,  834;
$8, 2928, 3976, 3975,  297;
$9,  285,  596,  102,32201;
$1,  834, 1129, 2211,  498;
$2, 2053, 2004, 1971,  264;
$3,64644,50024,64644,50024;
$4,12159,58239,52480,  264;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1136,  833, 1136,  833;
$8, 2919, 3975, 3975,  297;
$9,  296,  589,  102,32201;
$1,  833, 1129, 2233,  404;
$2, 2053, 2006, 1971,  262;
$3,64644,50024,64644,50024;
$4,13183,57471,52224,  262;
$5,46551,    1,53188,    0;
$6, 2233, 2067, 2233, 2067;
$7, 1128,  832, 1128,  832;
$8, 2928, 3976, 3975,  297;
$9,  285,  583,  102,32201;
$1,  834, 1129, 2199,  500;
$2, 2057, 2008, 1974,  266;
$3,64644,50024,64644,50024;
$4,13183,57727,52992,  266;
$5,46551,    1,53188,    0;
$6, 2232, 2066, 2232, 2066;
$7, 1134,  831, 1134,  831;
$8, 2923, 3975, 3975,  297;
$9,  290,  594,  102,32201;
$1,  834, 1128, 2203,  499;
$2, 2053, 2008, 1966,  267;
$3,64644,50024,64644,50024;
$4,13951,58239,54016,  267;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1137,  834, 1137,  834;
$8, 2918, 3975, 3975,  297;
$9,  294,  595,  102,32201;
$1,  833, 1129, 2202,  498;
$2, 2055, 2008, 1975,  261;
$3,64644,50024,64644,50024;
$4,13183,57983,52224,  261;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1129,  831, 1129,  831;
$8, 2915, 3976, 3975,  297;
$9,  296,  586,  102,32201;
$1,  834, 1129, 2195,  497;
$2, 2055, 2008, 1979,  269;
$3,64644,50024,64644,50024;
$4,13183,57983,52736,  269;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1134,  832, 1134,  832;
$8, 2929, 3975, 3975,  297;
$9,  294,  596,  102,32201;
$1,  834, 1128, 2205,  503;
$2, 2057, 2005, 1976,  262;
$3,64644,50024,64644,50024;
$4,13183,57727,51968,  262;
$5,46551,    1,53188,    0;
$6, 2233, 2065, 2233, 2065;
$7, 1137,  834, 1137,  834;
$8, 2918, 3975, 3975,  297;
$9,  294,  596,  102,32201;
$1,  834, 1130, 2202,  502;
$2, 2061, 2008, 1974,  262;
$3,64644,50024,64644,50024;
$4,13183,57983,53760,  262;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1140,  832, 1140,  832;
$8, 2923, 3976, 3975,  297;
$9,  296,  587,  102,32201;
$1,  833, 1130, 2205,  497;
$2, 2058, 2006, 1972,  262;
$3,64644,50024,64644,50024;
$4,13183,57983,51968,  262;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1134,  833, 1134,  833;
$8, 2927, 3976, 3975,  297;
$9,  290,  591,  102,32201;
$1,  833, 1130, 2219,  502;
$2, 2059, 2006, 1976,  262;
$3,64644,50024,64644,50024;
$4,13695,58239,52736,  262;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1132,  831, 1132,  831;
$8, 2917, 3975, 3975,  297;
$9,  291,  590,  102,32201;
$1,  833, 1129, 2199,  500;
$2, 2059, 2008, 1972,  264;
$3,64644,50024,64644,50024;
$4,12671,57983,53248,  264;
$5,46551,    1,53188,    0;
$6, 2233, 2067, 2233, 2067;
$7, 1136,  831, 1136,  831;
$8, 2915, 3976, 3975,  297;
$9,  294,  594,  102,32201;
$1,  834, 1129, 2211,  501;
$2, 2056, 2008, 1971,  263;
$3,64644,50024,64644,50024;
$4,12927,57983,52480,  263;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1131,  829, 1131,  829;
$8, 2917, 3976, 3975,  297;
$9,  294,  600,  102,32201;
$1,  833, 1129, 2239,  409;
$2, 2052, 2008, 1980,  262;
$3,64644,50024,64644,50024;
$4,13183,58751,51968,  262;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1138,  834, 1138,  834;
$8, 2934, 3975, 3975,  297;
$9,  295,  590,  102,32201;
$1,  833, 1129, 2190,  502;
$2, 2055, 2004, 1981,  263;
$3,64644,50024,64644,50024;
$4,13183,57983,51456,  263;
$5,46551,    1,53188,    0;
$6, 2232, 2067, 2232, 2067;
$7, 1137,  828, 1137,  828;
$8, 2918, 3976, 3976,  297;
$9,  295,  590,  102,32201;
$1,  833, 1129, 2179,  504;
$2, 2055, 2008, 1976,  264;
$3,64644,50024,64644,50024;
$4,13695,57727,52224,  264;
$5,46551,    1,53188,    0;
$6, 2232, 2066, 2232, 2066;
$7, 1132,  829, 1132,  829;
$8, 2918, 3976, 3975,  297;
$9,  288,  587,  102,32201;
$1,  833, 1128, 2186,  498;
$2, 2057, 2008, 1975,  264;
$3,64644,50024,64644,50024;
$4,12671,58495,50944,  264;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1136,  834, 1136,  834;
$8, 2919, 3975, 3975,  297;
$9,  292,  585,  102,32201;
$1,  833, 1129, 2203,  500;
$2, 2055, 2008, 1975,  266;
$3,64644,50024,64644,50024;
$4,12927,58239,50944,  266;
$5,46551,    1,53188,    0;
$6, 2232, 2067, 2232, 2067;
$7, 1136,  828, 1136,  828;
$8, 2915, 3976, 3975,  297;
$9,  295,  589,  102,32201;
$1,  834, 1128, 2216,  497;
$2, 2059, 2008, 1973,  264;
$3,64644,50024,64644,50024;
$4,12159,57727,50944,  264;
$5,46551,    1,53188,    0;
$6, 2232, 2066, 2232, 2066;
$7, 1137,  832, 1137,  832;
$8, 2922, 3975, 3976,  297;
$9,  294,  592,  102,32201;
$1,  834, 1128, 2191,  499;
$2, 2055, 2004, 1967,  264;
$3,64644,50024,64644,50024;
$4,12927,57471,51968,  264;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1130,  834, 1130,  834;
$8, 2932, 3976, 3975,  297;
$9,  290,  586,  102,32201;
$1,  834, 1129, 2199,  494;
$2, 2061, 2005, 1975,  266;
$3,64644,50024,64644,50024;
$4,13695,57727,53248,  266;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1137,  831, 1137,  831;
$8, 2915, 3975, 3975,  297;
$9,  296,  591,  102,32201;
$1,  833, 1128, 2185,  500;
$2, 2054, 2008, 1974,  265;
$3,64644,50024,64644,50024;
$4,12159,58751,52992,  265;
$5,46551,    1,53188,    0;
$6, 2234, 2066, 2234, 2066;
$7, 1137,  833, 1137,  833;
$8, 2919, 3976, 3975,  297;
$9,  296,  593,  102,32201;
$1,  834, 1129, 2193,  502;
$2, 2059, 2005, 1974,  264;
$3,64644,50024,64644,50024;
$4,13183,58239,52480,  264;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1130,  835, 1130,  835;
$8, 2927, 3975, 3974,  297;
$9,  295,  594,  102,32201;
$1,  834, 1128, 2208,  498;
$2, 2058, 2004, 1972,  265;
$3,64644,50024,64644,50024;
$4,13183,57983,51968,  265;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1128,  830, 1128,  830;
$8, 2919, 3975, 3976,  297;
$9,  296,  593,  102,32201;
$1,  834, 1129, 2229,  406;
$2, 2059, 2008, 1974,  265;
$3,64644,50024,64644,50024;
$4,12671,58495,51968,  265;
$5,46551,    1,53188,    0;
$6, 2234, 2065, 2234, 2065;
$7, 1133,  833, 1133,  833;
$8, 2919, 3975, 3974,  297;
$9,  296,  591,  102,32201;
$1,  833, 1128, 2191,  500;
$2, 2060, 2003, 1976,  264;
$3,64644,50024,64644,50024;
$4,13183,58239,52224,  264;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1136,  831, 1136,  831;
$8, 2917, 3975, 3975,  297;
$9,  295,  588,  102,32201;
$1,  834, 1129, 2190,  498;
$2, 2061, 2006, 1968,  263;
$3,64644,50024,64644,50024;
$4,13183,57983,53248,  263;
$5,46551,    1,53188,    0;
$6, 2232, 2067, 2232, 2067;
$7, 1129,  830, 1129,  830;
$8, 2915, 3975, 3975,  297;
$9,  295,  593,  102,32201;
$1,  833, 1128, 2202,  500;
$2, 2053, 2008, 1974,  262;
$3,64644,50024,64644,50024;
$4,12159,58239,52736,  262;
$5,46551,    1,53188,    0;
$6, 2232, 2066, 2232, 2066;
$7, 1133,  834, 1133,  834;
$8, 2928, 3976, 3975,  297;
$9,  284,  586,  102,32201;
$1,  834, 1128, 2205,  497;
$2, 2062, 2005, 1976,  264;
$3,64644,50024,64644,50024;
$4,12671,58239,52992,  264;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1136,  832, 1136,  832;
$8, 2922, 3976, 3976,  297;
$9,  294,  597,  102,32201;
$1,  833, 1128, 2191,  495;
$2, 2059, 2006, 1972,  265;
$3,64644,50024,64644,50024;
$4,14207,57727,52224,  265;
$5,46551,    1,53188,    0;
$6, 2233, 2067, 2233, 2067;
$7, 1134,  833, 1134,  833;
$8, 2930, 3976, 3976,  297;
$9,  294,  593,  102,32201;
$1,  834, 1129, 2203,  498;
$2, 2055, 2006, 1978,  262;
$3,64644,50024,64644,50024;
$4,12671,57471,58624,  262;
$5,46551,    1,53188,    0;
$6, 2232, 2066, 2232, 2066;
$7, 1139,  832, 1139,  832;
$8, 2919, 3975, 3976,  297;
$9,  295,  595,  102,32201;
$1,  834, 1129, 2207,  491;
$2, 2057, 2008, 1969,  263;
$3,64644,50024,64644,50024;
$4,13695,57727,52224,  263;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1130,  833, 1130,  833;
$8, 2923, 3975, 3975,  297;
$9,  294,  594,  102,32201;
$1,  833, 1129, 2188,  500;
$2, 2058, 2008, 1973,  264;
$3,64644,50024,64644,50024;
$4,13183,57471,52992,  264;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1136,  832, 1136,  832;
$8, 2922, 3975, 3975,  297;
$9,  294,  592,  102,32201;
$1,  833, 1129, 2206,  500;
$2, 2060, 2008, 1972,  261;
$3,64644,50024,64644,50024;
$4,12671,57983,52224,  261;
$5,46551,    1,53188,    0;
$6, 2234, 2065, 2234, 2065;
$7, 1130,  829, 1130,  829;
$8, 2924, 3975, 3976,  297;
$9,  286,  590,  102,32201;
$1,  834, 1130, 2195,  498;
$2, 2059, 2006, 1972,  262;
$3,64644,50024,64644,50024;
$4,12671,57983,52992,  262;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1139,  833, 1139,  833;
$8, 2919, 3975, 3976,  297;
$9,  296,  590,  102,32201;
$1,  834, 1129, 2247,  405;
$2, 2056, 2004, 1969,  261;
$3,64644,50024,64644,50024;
$4,12159,59007,52224,  261;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1130,  834, 1130,  834;
$8, 2934, 3976, 3975,  297;
$9,  291,  585,  102,32201;
$1,  833, 1129, 2194,  501;
$2, 2059, 2008, 1972,  261;
$3,64644,50024,64644,50024;
$4,11903,57983,52992,  261;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1132,  832, 1132,  832;
$8, 2928, 3976, 3975,  297;
$9,  285,  587,  102,32201;
$1,  834, 1128, 2187,  499;
$2, 2054, 2009, 1980,  263;
$3,64644,50024,64644,50024;
$4,12159,58495,51968,  263;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1137,  834, 1137,  834;
$8, 2918, 3976, 3976,  297;
$9,  294,  591,  102,32201;
$1,  834, 1128, 2205,  495;
$2, 2048, 2008, 1972,  263;
$3,64644,50024,64644,50024;
$4,13183,58751,52480,  263;
$5,46551,    1,53188,    0;
$6, 2233, 2065, 2233, 2065;
$7, 1129,  832, 1129,  832;
$8, 2919, 3975, 3975,  297;
$9,  295,  594,  102,32201;
$1,  834, 1132, 2205,  500;
$2, 2057, 2005, 1976,  262;
$3,64644,50024,64644,50024;
$4,12927,57983,52736,  262;
$5,46551,    1,53188,    0;
$6, 2233, 2067, 2233, 2067;
$7, 1136,  832, 1136,  832;
$8, 2928, 3976, 3975,  297;
$9,  284,  595,  102,32201;
$1,  834, 1128, 2196,  500;
$2, 2059, 2005, 1976,  264;
$3,64644,50024,64644,50024;
$4,13183,57727,52736,  264;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1130,  835, 1130,  835;
$8, 2923, 3976, 3975,  297;
$9,  293,  591,  102,32201;
$1,  834, 1132, 2198,  496;
$2, 2055, 2008, 1976,  263;
$3,64644,50024,64644,50024;
$4,12159,57727,52736,  263;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1136,  832, 1136,  832;
$8, 2922, 3975, 3975,  296;
$9,  294,  586,  102,32201;
$1,  834, 1129, 2195,  492;
$2, 2064, 2010, 1981,  262;
$3,64644,50024,64644,50024;
$4,13695,57727,53248,  262;
$5,46551,    1,53188,    0;
$6, 2233, 2066, 2233, 2066;
$7, 1130,  833, 1130,  833;
